komentar,timestamp,sentiment
tangisan mu tidak berlaku kalau kamu berbuat salah...,2025-04-18 05:40:51+00:00,negatif
nangis atau nahan ketawa bengek?,2025-04-18 14:32:42+00:00,negatif
makan 200 juga cukup coy,2025-04-21 13:02:53+00:00,positif
aku pikir bunyi pintu awalnya,2025-04-22 02:08:08+00:00,negatif
haaa nangis???,2025-04-30 06:17:03+00:00,negatif
"lah kok nangis bro
Biar apa tuh 🤣",2025-04-21 14:24:19+00:00,negatif
buset 100 juta juga tahan tuh buat makan berapa bulan atau tahun😹,2025-04-22 06:48:37+00:00,negatif
takut bgt suara tangisannya kek permen sugus😭😭,2025-04-23 17:23:14+00:00,negatif
memberi makan anak istri dengan makanan orang lain?,2025-04-24 06:57:25+00:00,netral
"HAL TSBT BELIAU SANGAT BAHAGIA, YUU BSCK YAA",2025-04-21 08:28:31+00:00,positif
inilah mengapa RUU perampasan aset gk disahkan,2025-04-23 14:39:10+00:00,negatif
"makan apa jir sampek 75,9Miliar",2025-04-21 13:30:19+00:00,negatif
hampura ka barudak 😭😭,2025-04-21 09:07:46+00:00,positif
tebak jenis air mata 🤭,2025-04-25 02:39:58+00:00,positif
yaallah sampe sampah aja dikropsi,2025-04-21 17:39:37+00:00,negatif
makan apa jir itu bisa 7 turunan kalo pake tu uang😊,2025-04-22 06:18:49+00:00,netral
itu yg disebelah kirinya ipman yg nangkep😭😭😭,2025-04-21 14:32:23+00:00,negatif
Bebaskan le? Karna blm sampai 100 le? 🗿,2025-04-21 23:40:03+00:00,negatif
gelengkan kepala dan katakan....,2025-04-22 08:04:44+00:00,negatif
"ini sudah budaya d konaha ini...
aku rasa yg sudah sudah itu blom sbrpa.",2025-04-21 09:43:13+00:00,negatif
"75,9M buat makan anak istri? punya berapa anak istri dia? sampe sampe butuh 75,9M? se provinsi kah? daripada percaya kata-kata koruptor gw lebih percaya temen gw ketemu sama Albert Einstein",2025-04-23 10:23:13+00:00,negatif
Anjir Lah Malah Mewek 🤪🤣,2025-04-21 12:52:46+00:00,negatif
"makan apa 75,9 Miliar, 100 ribu sehari aja cukup buat makan mah 💀",2025-04-21 09:04:48+00:00,negatif
merdu bet suaranya,2025-04-24 08:15:39+00:00,negatif
makan apa sih 75 miliar?,2025-04-17 07:35:48+00:00,negatif
"untuk gaya hidup anak istri dan gaya hidup anda itu
kalau makan dari gajih pun cukup",2025-04-18 04:46:16+00:00,positif
gak pantas dirimu menangis,2025-04-17 08:30:21+00:00,negatif
"waduh dikit lagi sebut nama tuh disuruh sama siapa tuh lagian mau"" aja disuruh",2025-04-18 03:58:42+00:00,negatif
Vibranya bagus,2025-04-18 08:24:23+00:00,positif
bubarkan dpr ..riset ulang negar...bagus berdiri satu saja tak usah ganti lagi pemimpin...moga bapak aing jadi raja..amin,2025-04-19 16:35:04+00:00,negatif
75.9 M gak bikin negara ini miskin. Bebaskan pak hakim jangan kayak negara susah aja 😎😎,2025-04-17 08:12:30+00:00,negatif
anying 😅😅😅,2025-04-17 04:44:11+00:00,netral
suara tangisannya mmmmmm pret pret pret pret pret pret brotttt.......,2025-04-19 12:57:48+00:00,netral
kayaknya aku lahir salah negara apa gimana sih? 😭😭,2025-04-19 12:03:46+00:00,negatif
Sebernya yang makan bukan cuman dia aja banyak yang makan uang itu atasan nya dll dia jadi tumbal udah permainan semua itu emang fia makan uang itu tapi ga semua pasti yang lain juga makan tapi dia,2025-04-18 08:36:01+00:00,negatif
makan apaan yang sampe 75 miliar cokk😹,2025-04-19 08:58:07+00:00,negatif
75.9 M buat beli nasi bakar saya dapat bearapa truk bisa buat makan sepulau,2025-04-17 09:59:26+00:00,netral
"baru kemaren jiarah ke makam para wali di banten, BANTEN SEMERAUTTTT🗿🗿",2025-04-20 17:24:07+00:00,positif
bebas pasti ada keluarga dan berkelakuan baik 😂 pasti konoha emang lain,2025-04-17 08:06:50+00:00,positif
pakakno bakol ae,2025-04-17 07:08:04+00:00,netral
wkwkwk soundnya kocak bangat🤣,2025-04-18 07:34:21+00:00,netral
"makan makanan apa pak sampe 75,9M 😳😳😭",2025-04-22 09:07:07+00:00,positif
suara vario modelan terbaru🗿,2025-04-22 09:47:10+00:00,netral
"untuk makan anak dan istri 75,9 m, makan apaan cu🗿🗿🗿",2025-04-24 13:00:00+00:00,positif
"makan apaan 75,9M mau makan lambo?",2025-04-24 13:31:52+00:00,negatif
"memang budaya aja sih kayaknya, soalnya sesederhana dikasih duit tanpa sebab aja kita masih nerima, mungkin ketika kita punya kesempatan bisa jadi seperti mereka, apalagi kalo lingkungan mendukung.",2025-04-21 07:32:55+00:00,netral
kalau gua disitu ketwa sih pling ngakak 😂😂😂,2025-04-22 11:36:21+00:00,negatif
"75,9 m bisa buat fasilitas tempat sampah di banyak tempat, beli mobil angkut sampah baru yang lebih layak loh pak🥰",2025-04-22 11:25:08+00:00,positif
"Wkwk, harusnya di 5/10 M udah nangis ga sih? Kok nunggu sampe 75 M wkwk",2025-04-22 11:19:29+00:00,negatif
pesona BANTEN.....pasti akan lebih heboh kedepannya.........,2025-04-21 07:38:44+00:00,netral
"75,9 Miliar makan ape tuh woy",2025-04-24 13:15:13+00:00,negatif
"75,9 M buat beli ayam geprek bisa itu buat 1 negara",2025-04-22 11:05:47+00:00,negatif
pantes sampah gw gak di angkut udah bayar tetep gak di angkut,2025-04-25 04:55:10+00:00,negatif
ku kira LG ketawa🤣,2025-04-21 08:24:09+00:00,netral
lebih kasian nenek yang dituduh ambil kayu bakar,2025-04-24 13:12:01+00:00,netral
lah kocak buat makan aja habis 11 juta 2 juta masa 75.9 bisa makan apa itu😹,2025-04-22 10:38:44+00:00,negatif
"75,9 miliar dibuat 10 tahun pun untuk makan anak istri sekeluarga makan apa jir gg",2025-04-21 08:50:31+00:00,negatif
"75m buat makan anak istrinya , pertanyaannya makan apa anak istrinya?",2025-04-22 11:27:51+00:00,positif
"75,9milyar makan-nya mungkin daging emas 😶‍🌫️",2025-04-21 08:59:57+00:00,negatif
"makan apa 75,9m makan negara? 😹🤭",2025-04-22 10:19:55+00:00,negatif
"pantesan gaji telat Mulu, bensin lambat turun, lembur ga di bayar.",2025-04-22 09:53:46+00:00,negatif
udah makan apa saja pak dari uang 75M,2025-04-20 04:21:05+00:00,negatif
"Tenang bentar juga bebas, siapin aja dana nya buat bayar hakim, jaksa dan kroni nya 😂",2025-04-20 01:58:32+00:00,positif
mantap kali suaranya cocok ini di jadikan suaran pesona indonesia,2025-04-19 04:52:12+00:00,positif
🗿🗿🗿🗿 Gua Heran Ama Negara ini... Ampe Kesampah sampah dikorupsi jug... 🗿👏 hadeuhhh...,2025-04-20 03:52:05+00:00,negatif
"75,9 beli daging dinosaurus purba kah mahal amat anj",2025-04-19 13:08:21+00:00,netral
menyayat hati tangisan nya😭😂,2025-04-17 06:37:53+00:00,positif
kasus kasus besar kemarin kok hilang bak ditelan Bumi 😁,2025-04-20 03:02:18+00:00,negatif
Hoooorrrreeeee di tangkap. Tangkap pak. Pak prabowo tetap bersih2 kembalikan semua duit negara yg di pakai mereka,2025-04-17 13:28:49+00:00,positif
"Cuma 75M kok bebasin aja pak, toh yg Trillyunan masih adem 🤣🤣🤣",2025-04-17 17:44:03+00:00,netral
bukan untuk ngasih mkn anak istri gaya hidup yg mewah🤣,2025-04-19 05:37:44+00:00,netral
ini yg nangis saha😭,2025-04-19 05:03:25+00:00,netral
75 m makan apa njiir beli indomie bisa buat berapa puluh tahun 🗿,2025-04-17 18:03:59+00:00,positif
gw kira cewe yg nangis😭,2025-04-20 06:11:27+00:00,netral
"makan apaan segitu, gerogotin lamborghini apa gimana?",2025-04-18 08:15:31+00:00,negatif
itu siapa yg blayer blayer diruang sidang😂,2025-04-22 14:24:37+00:00,negatif
"Sampah apa ampe 75,9m ???",2025-04-21 07:06:25+00:00,negatif
Makan apa 75.9 M... 😔,2025-04-24 14:33:30+00:00,negatif
segitu doang,2025-04-25 06:25:34+00:00,positif
busettt busettt gilaa emang negara ini uang sampah aja Masi di zolimi,2025-04-21 06:22:48+00:00,negatif
enak ya gk di hakimi masa,2025-04-23 06:48:15+00:00,positif
makannya apaan nyampe nominal 75.9 M 😂😂,2025-04-21 03:55:43+00:00,netral
kocak😆😆😆😆,2025-04-21 04:07:54+00:00,positif
"75,9 milyar buat makan anak istri? seumur hidup apa 7 turunan 🗿",2025-04-21 04:16:46+00:00,negatif
yang sampah itu dpr😂😈😎,2025-04-22 13:34:34+00:00,positif
"75,9 M buat makan anak istri makanan pokoknya emas mungkin",2025-04-30 04:04:51+00:00,netral
akeh cukk,2025-04-22 05:07:34+00:00,netral
sampah pun sempet2 nya di korup 😂😂😂,2025-04-21 04:17:42+00:00,negatif
bisa jdi spund ini 😅😅😅,2025-04-21 06:21:40+00:00,netral
antara geram dan sedih,2025-04-22 09:48:57+00:00,positif
"konoha klas kabid korup puluhan milyard, pejabat diatasnya bisa2 Trilliunan 😅",2025-04-21 04:06:32+00:00,negatif
"njirt 75,9 miliar buat makan ,klo di beliin sup ayam ,bisa jadi pulau 😭🗿",2025-04-23 01:40:17+00:00,negatif
"""korupsi sampai"" atau ""korupsi sampah""??",2025-04-22 09:46:48+00:00,negatif
"sip, kebuka semua yang korupsi",2025-04-23 03:57:56+00:00,negatif
"penjara berapa tahun itu,,?",2025-04-23 00:20:55+00:00,negatif
75.9M buat makan doang?,2025-04-25 04:37:52+00:00,negatif
paling tidak nyesel gitu,2025-04-21 02:41:44+00:00,negatif
kisah usang......,2025-04-25 07:38:28+00:00,negatif
"lah? istri sama anaknya makan apa yak sampe 75,9 M!? 😭",2025-04-24 12:40:38+00:00,negatif
kasian nanti gimana istrinya foya foya 😭😭😭,2025-04-22 09:17:16+00:00,positif
emang anaknya gajah atau apa?💔,2025-04-22 18:50:13+00:00,negatif
gw kira tadi suara kue putu lewat😂,2025-04-21 05:28:37+00:00,negatif
makannya apaan smpe 7m😭,2025-04-22 16:06:15+00:00,positif
nyanyi apa nangis bu... 75.9 M kecil itu😩😩🤣,2025-04-21 02:16:06+00:00,negatif
masuk film cocok ni nangis nya,2025-04-21 07:01:52+00:00,positif
pesona indo : sound baru😈,2025-04-23 07:57:33+00:00,positif
ga kuat stater itu bang,2025-04-24 16:10:36+00:00,netral
buat sound bagus nih,2025-04-22 11:14:47+00:00,negatif
usut tuntas,2025-04-21 07:25:37+00:00,negatif
adain fitur vn di tiktod plsssssss,2025-04-23 09:19:05+00:00,netral
AGUAN KAPAN DITANGKAP,2025-04-23 02:26:31+00:00,negatif
wah makan nya banyak kali ampe miliaran.. berapa piring kah sehari 1 keluarga... 🤔🤔🤔🤔🤔,2025-05-02 08:00:11+00:00,negatif
seriosa ya?,2025-04-21 10:00:47+00:00,negatif
dri pada 75mnya ke dia lebih baik baikin negara setidaknya berkurang sisi gelap indonesia,2025-04-25 08:32:09+00:00,netral
sudah tau kan penyebab nya kenapa banyak yang ga mau prabowo jadi presiden,2025-04-17 06:32:41+00:00,negatif
Buat alarm bagus nih 😂,2025-04-23 04:59:54+00:00,negatif
"kamu takut ga sama ini, eeeeeeeeeeee",2025-04-22 13:27:17+00:00,negatif
baru nyesal itulh penghuni Konoha haha.,2025-04-25 02:14:49+00:00,negatif
masih dikit itu mana maen,2025-04-23 11:35:35+00:00,negatif
suara nangis nya kayak bocil ketinggalan emak pas di pasar😹😹,2025-04-24 12:33:36+00:00,negatif
LAH KOK NANGES,2025-04-23 12:06:16+00:00,negatif
Air mata kebahagiaan,2025-04-23 13:03:12+00:00,positif
1m aja udh bisa buat rumah pak🗿,2025-04-25 09:40:01+00:00,positif
nangis gak ada air matanya bisa gitu ya mengeram lagi,2025-04-22 13:42:12+00:00,netral
75 m makan apa anj? 1 m aja bisa buat makan ampe gua nati nnti😂,2025-04-22 13:47:47+00:00,negatif
"75,9 milyar makan apa bjir, Rubicon?",2025-04-23 13:13:32+00:00,negatif
lah kan makin bagus🗿,2025-04-22 12:35:54+00:00,negatif
🦃🦃🦃,2025-04-22 09:44:15+00:00,positif
"@pesonaindonesia sound baru minn, gaskenn",2025-04-21 09:35:33+00:00,positif
@Asep Sang Raja Kegelapan😈😈 lah gua kira suara musik bangsawan Prancis 😹😹,2025-04-22 13:50:34+00:00,negatif
😁😁😁,2025-04-22 03:34:01+00:00,positif
🤣🤣🤣,2025-04-21 11:55:17+00:00,positif
@litovlr alasan bisnis sampah susah di indo,2025-04-21 12:19:11+00:00,netral
😂😂😂😂😂😂,2025-04-29 16:50:23+00:00,positif
tolong kades2 di tangkap min@gerindra ☺️,2025-04-23 13:20:58+00:00,positif
@pesonaindonesia,2025-04-21 14:54:52+00:00,negatif
🤟,2025-04-24 00:50:54+00:00,positif
😂😂😂,2025-04-21 14:23:58+00:00,positif
@Pesona Indonesia,2025-04-23 23:17:27+00:00,positif
🤣🤣🤣🤣,2025-04-23 18:48:58+00:00,positif
🤣,2025-04-21 12:25:11+00:00,positif
@pesonaindonesia min cocok soundnya,2025-04-23 06:53:12+00:00,positif
😁😁😁,2025-04-21 11:36:37+00:00,positif
@pesonaindonesia sound baru min,2025-04-23 11:50:25+00:00,positif
"pak prabowo paling kasih an lihat yang kayak gini .......
@admingerindraoriginal",2025-04-21 09:21:13+00:00,negatif
😭😭😭😭,2025-04-23 10:20:59+00:00,positif
EeEeEEEeeEeeEeeEeee😔😭😭😹eeEee😹😹😔😭😭EEeeEEe😹,2025-04-22 09:26:41+00:00,positif
"""ekekekeekekekeekekeekekekek""",2025-04-24 01:53:03+00:00,netral
awok awok😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹,2025-04-24 22:37:58+00:00,negatif
cuk nangis,2025-04-21 06:33:26+00:00,netral
"Pak Wowo bebasin dong, kasian anak istrinya 😭",2025-04-23 03:19:01+00:00,positif
75m makan apa cok,2025-04-22 09:46:13+00:00,netral
suaranya kayak karbu supra brebet 😂,2025-04-22 07:15:55+00:00,negatif
😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹,2025-04-30 12:34:02+00:00,positif
suaranya mirip kayak gua lagi starter motor,2025-04-24 07:07:26+00:00,netral
@pesonaindonesia min req vidio pake audio ini dong,2025-04-21 11:52:55+00:00,negatif
Indonesia pests,2025-04-23 12:20:14+00:00,negatif
even trashes dawg😭🙏💔💔💔🥀🥀🥀 what is this country even about💔💔💔💔💔💔💔🥀🥀🥀🥀🥀🥀🥀,2025-04-21 12:19:04+00:00,negatif
"korupsi sampah,, itu gimana.. dimakan gimana,, kan cuma sampah..",2025-04-19 03:30:33+00:00,negatif
mau tau knp koruptor di masukin ke penjara kalo di bebasin ke pemukiman bisa abis bonyok semua kalo di penjara dia bisa idup enak awokawok,2025-04-22 06:59:27+00:00,negatif
"Untuk KORUPSI sampah aja nilainya fantastis hingga 75 miliar lebih, apalagi di bidang sumber daya alam dan perpajakan, Indonesia sungguh menyeramkan seperti @Cerita Horor",2025-04-21 22:51:53+00:00,negatif
hah korupsi sampahhh🗿 sampah di korupsi?? 🗿 itu typo kah kk (bertanya dengan nada lembut),2025-04-24 08:32:29+00:00,negatif
sampah korupsi sampah 😂,2025-04-24 11:09:12+00:00,negatif
"lah, baru sadar korupsi sampah 🗿",2025-04-24 13:56:13+00:00,negatif
ini lah perlunya PERUBAHAN. SAMPAH aja masih di korupsi di makan. 😂,2025-04-23 00:09:23+00:00,negatif
sdh gak aneh kss korupsi di indo. sdh budaya,2025-04-24 14:05:56+00:00,negatif
sampah judul nya aja sampai ada yg korupsi..kalo di pikir2 parah bener..,2025-04-22 04:27:57+00:00,negatif
gua belum denger korupsi kupu-kupu malam,2025-04-24 02:02:46+00:00,negatif
"Negara lain mah fokus ke karya. Indonesia masih masih ripuh ku korupsi, sampah oge dikorupsi 😅",2025-04-21 12:18:54+00:00,negatif
gak tau lagi deh sampah aja dikorup ya allah hancurkan lah korupsi ya allah,2025-04-23 13:04:21+00:00,negatif
lu mau kasih makan apa anjir ampe korupsi kek gitu🤣🤣,2025-04-23 12:49:04+00:00,negatif
prabowo mlempeemmm🗿,2025-04-21 13:08:30+00:00,positif
HUUUUU AKTING,2025-04-23 13:10:18+00:00,negatif
wong dah habis banyak ko nangis kan seneng tabunganya dah banyzk🤣🤣,2025-04-25 01:48:52+00:00,negatif
"padahal tubuh masih bersih,coba maling ayam kena warga udah GK dikenali wajahnya",2025-04-21 11:47:23+00:00,netral
buat makan kok sampai miliaran..makan mas batangan kah pak🤣🤣,2025-04-21 11:09:06+00:00,negatif
inflasi tingi tingi nominal korup jg makin ting lah🤭🤭,2025-04-21 11:03:31+00:00,negatif
Nangis minta dibebaskan? Kalau gak ketangkep masih bisa senyum senyum sumringah itu🤣,2025-04-21 10:50:20+00:00,negatif
"sampe segede babon gitu kekenyangan duit rakyat , muak denger bininya nangiss 🗿🗿🗿",2025-04-21 10:16:18+00:00,negatif
"Enak lah masuk penjara di indonesia ...smua ada fasilitas nya,😅",2025-04-28 01:49:14+00:00,negatif
pesona Indonesia liat ini😭,2025-04-22 11:05:04+00:00,positif
astaghfirullah sampah di korup😭😭,2025-04-22 14:53:42+00:00,positif
bro колтоІ koruptor ресан😹,2025-04-22 15:13:43+00:00,negatif
kenapa nangis,2025-04-22 02:11:06+00:00,netral
dirinya bersalah malah minta di bebaskan lawak lawak,2025-04-22 15:29:20+00:00,negatif
"Untuk makan apa 75,9m
sedangkan kami satu hari saja tidak sampai 100k☹️☹️",2025-04-25 05:46:13+00:00,negatif
malah ngelawak 😹😹😹,2025-04-22 15:51:30+00:00,negatif
enak banget tuh lagu,2025-04-22 06:29:22+00:00,negatif
😭org jujur sekarang langka.. astaghfirullah lindungilah akidah kami Robb 🤲,2025-04-24 08:44:29+00:00,netral
"yg pasti mkanan premium kk,gk mngkin makanan asongan",2025-04-22 18:06:19+00:00,netral
izin pakai videonya 🙏,2025-04-22 07:57:05+00:00,positif
kok ketawa bg,2025-04-22 01:17:21+00:00,netral
yang makan aja bisa 75.9 miliyar 🙂,2025-04-20 03:06:35+00:00,negatif
ini ost film Casper yang baru kah?,2025-04-22 12:45:45+00:00,netral
suara gak sesuai perawakan😅,2025-04-25 06:04:13+00:00,positif
"bikin soundtrack jj yuk pake suaranya, pasti lucu 😂",2025-04-23 01:34:42+00:00,netral
Kunaon ari sia ai korupsi bhgia ngakak ai ngs kapangih aduh alah lier teu sia,2025-04-25 09:53:30+00:00,negatif
"Pantes sampah di serpong gunung mengunung pak tidak ad pengelolahan tepat,menyengsarakan rakyat aja udah di pilih rakyat juga",2025-04-25 03:26:51+00:00,negatif
"astaghfirullah hal adziim.. mereka tuh ga malu yah kalau di bilang tikus berdasi😭😭kalau saya mah malu, jgn kan uang segitu, seribu perak aja malu kalau saya lupa bayar",2025-04-21 14:49:39+00:00,negatif
DIAM!!!,2025-04-21 14:26:46+00:00,positif
BOBROK BANGET KELAKUAN.,2025-04-21 13:33:32+00:00,negatif
lorang,2025-04-21 13:19:44+00:00,positif
@gerindra menyenyenye,2025-04-21 13:12:07+00:00,positif
ngising sagede nyiru dia lah😁,2025-04-24 09:28:03+00:00,positif
Ya minimal ngotak lah di korup sampe miliarin gtu😭,2025-04-21 13:03:30+00:00,negatif
"tangisan palsu itu,, nanti juga di sel di raja kan",2025-04-25 09:11:32+00:00,negatif
makan anak istri 5 miliar cukup ngtt,2025-04-24 10:18:04+00:00,positif
sampah:jadi siapa yg sampah🗿,2025-04-22 04:35:26+00:00,positif
aku mengenalnya uang X. uang hasil dari haram. enggak boleh kasih makan keluarga kalau uang X untuk bersenang-senang foya foya. tidak bisa jadikan uang sedekah anak yatim.,2025-04-21 10:08:06+00:00,negatif
AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK AWOK,2025-04-21 09:45:30+00:00,netral
manusia sepert ini harus di kesihani?😂,2025-04-25 01:33:44+00:00,negatif
Baru kali ini koruptor nangis🗿,2025-04-23 11:23:45+00:00,negatif
weylah sampah woy sampah bisa2 nya d korup😭,2025-04-22 06:12:48+00:00,negatif
iya kali sampahnya sampah tembaga kuningan kabel 😹😹,2025-04-21 09:38:24+00:00,negatif
makan dosa kayaknya soalnya sampe nangis 🤭,2025-04-23 11:21:35+00:00,netral
Suara nangisnya kek pasien ningsih tinampi yg kesurupan😭,2025-04-21 08:22:56+00:00,negatif
semua2 di korupsi amsionggg 😞😞,2025-04-22 06:39:42+00:00,negatif
jgn ada belas kasihan..pokoknya penjarakan jgn dikasi ampun,2025-04-23 10:05:33+00:00,negatif
"pantes klo lihat2x org pad ada yg kaya tajir tp bukn pengusaha ya curiga jg ya... kerja ny apa?? kok bisa kaya tajir punya bnyak harta... klo PNS yg jujur bngt, takut akherat.. ga ada yg kaya punya harta bnyak.... tetangga seorg audit keuangan krn jujur takut akherat... kehidupan ny biasa2x sj... itu yg PNS jujur... tp smua kmbali kpd org tsb.. ya coba az yg swasta kerja puluhan thn dg jbtn manager pun gaji besar... ga ada kaya2x level kehidupan ny biasa 2x sj",2025-04-18 04:51:21+00:00,negatif
"ayo kawal sampe dapet hukuman setimpal,",2025-04-18 04:47:25+00:00,negatif
"makanannya g seberapa TPI bahan2 nya diambil dr Alaska,dn cefnya artis dr luar negri,mknya smpai 75,9 m",2025-04-18 04:30:15+00:00,negatif
